date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:49:29	405/405	---MC-	302	error ('Found')	text/html	date:Sun,%2018%20May%202014%2006:19:29%20GMT	http://laravel.com/docs/4-0	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/4-0	(from http://laravel.com/docs/quick)
12:49:30	4978/4978	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Dec%202013%2020:25:59%20GMT	http://laravel.com/assets/img/logo-head.png	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/assets/img/logo-head.png	(from http://laravel.com/docs/quick)
12:49:32	381/381	---MC-	302	error ('Found')	text/html	date:Sun,%2018%20May%202014%2006:19:31%20GMT	http://laravel.com/docs/docs	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/docs.f.delayed	(from http://laravel.com/docs/quick)
12:49:33	12083/12083	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20May%202014%2006:19:32%20GMT	http://laravel.com/docs/introduction	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/introduction.html	(from http://laravel.com/docs/quick)
12:49:33	381/381	---MC-	302	error ('Found')	text/html	date:Sun,%2018%20May%202014%2006:19:33%20GMT	http://laravel.com/docs/releases	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/releases	(from http://laravel.com/docs/quick)
12:49:34	381/381	---MC-	302	error ('Found')	text/html	date:Sun,%2018%20May%202014%2006:19:34%20GMT	http://laravel.com/docs/upgrade	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/upgrade	(from http://laravel.com/docs/quick)
12:49:35	12308/12308	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20May%202014%2006:19:35%20GMT	http://laravel.com/docs/installation	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/installation.html	(from http://laravel.com/docs/quick)
12:49:36	13771/13771	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20May%202014%2006:19:36%20GMT	http://laravel.com/docs/configuration	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/configuration.html	(from http://laravel.com/docs/quick)
12:49:37	11344/11344	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20May%202014%2006:19:37%20GMT	http://laravel.com/docs/lifecycle	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/lifecycle.html	(from http://laravel.com/docs/quick)
12:49:38	19385/19385	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20May%202014%2006:19:37%20GMT	http://laravel.com/docs/routing	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/routing.html	(from http://laravel.com/docs/quick)
12:49:39	15258/15258	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20May%202014%2006:19:38%20GMT	http://laravel.com/docs/requests	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/requests.html	(from http://laravel.com/docs/quick)
12:49:40	15875/15875	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20May%202014%2006:19:39%20GMT	http://laravel.com/docs/responses	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/responses.html	(from http://laravel.com/docs/quick)
12:49:41	16786/16786	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20May%202014%2006:19:40%20GMT	http://laravel.com/docs/controllers	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/controllers.html	(from http://laravel.com/docs/quick)
12:49:42	13572/13572	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20May%202014%2006:19:41%20GMT	http://laravel.com/docs/errors	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/errors.html	(from http://laravel.com/docs/quick)
12:49:42	23442/23442	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20May%202014%2006:19:42%20GMT	http://laravel.com/docs/security	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/security.html	(from http://laravel.com/docs/quick)
12:49:43	13505/13505	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20May%202014%2006:19:43%20GMT	http://laravel.com/docs/cache	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/cache.html	(from http://laravel.com/docs/quick)
12:49:44	25506/25506	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20May%202014%2006:19:43%20GMT	http://laravel.com/docs/extending	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/extending.html	(from http://laravel.com/docs/quick)
12:49:45	13700/13700	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20May%202014%2006:19:44%20GMT	http://laravel.com/docs/events	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/events.html	(from http://laravel.com/docs/quick)
12:49:45	14374/14374	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20May%202014%2006:19:45%20GMT	http://laravel.com/docs/facades	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/facades.html	(from http://laravel.com/docs/quick)
12:49:46	16577/16577	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20May%202014%2006:19:46%20GMT	http://laravel.com/docs/html	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/html.html	(from http://laravel.com/docs/quick)
12:49:47	18822/18822	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20May%202014%2006:19:47%20GMT	http://laravel.com/docs/helpers	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/helpers.html	(from http://laravel.com/docs/quick)
12:49:48	16443/16443	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20May%202014%2006:19:47%20GMT	http://laravel.com/docs/ioc	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/ioc.html	(from http://laravel.com/docs/quick)
12:49:49	12475/12475	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20May%202014%2006:19:48%20GMT	http://laravel.com/docs/localization	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/localization.html	(from http://laravel.com/docs/quick)
12:49:50	14635/14635	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20May%202014%2006:19:49%20GMT	http://laravel.com/docs/mail	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/mail.html	(from http://laravel.com/docs/quick)
12:49:51	24950/24950	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20May%202014%2006:19:50%20GMT	http://laravel.com/docs/packages	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/packages.html	(from http://laravel.com/docs/quick)
12:49:51	12343/12343	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20May%202014%2006:19:51%20GMT	http://laravel.com/docs/pagination	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/pagination.html	(from http://laravel.com/docs/quick)
12:49:52	16207/16207	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20May%202014%2006:19:51%20GMT	http://laravel.com/docs/queues	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/queues.html	(from http://laravel.com/docs/quick)
12:49:53	13132/13132	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20May%202014%2006:19:52%20GMT	http://laravel.com/docs/session	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/session.html	(from http://laravel.com/docs/quick)
12:49:54	381/381	---MC-	302	error ('Found')	text/html	date:Sun,%2018%20May%202014%2006:19:53%20GMT	http://laravel.com/docs/ssh	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/ssh	(from http://laravel.com/docs/quick)
12:49:55	13686/13686	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20May%202014%2006:19:54%20GMT	http://laravel.com/docs/templates	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/templates.html	(from http://laravel.com/docs/quick)
12:49:56	16246/16246	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20May%202014%2006:19:55%20GMT	http://laravel.com/docs/testing	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/testing.html	(from http://laravel.com/docs/quick)
12:49:57	29610/29610	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20May%202014%2006:19:56%20GMT	http://laravel.com/docs/validation	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/validation.html	(from http://laravel.com/docs/quick)
12:49:57	12422/12422	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20May%202014%2006:19:57%20GMT	http://laravel.com/docs/database	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/database.html	(from http://laravel.com/docs/quick)
12:49:58	19076/19076	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20May%202014%2006:19:58%20GMT	http://laravel.com/docs/queries	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/queries.html	(from http://laravel.com/docs/quick)
12:50:00	50273/50273	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20May%202014%2006:19:58%20GMT	http://laravel.com/docs/eloquent	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/eloquent.html	(from http://laravel.com/docs/quick)
12:50:00	18647/18647	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20May%202014%2006:19:59%20GMT	http://laravel.com/docs/schema	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/schema.html	(from http://laravel.com/docs/quick)
12:50:01	13273/13273	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20May%202014%2006:20:00%20GMT	http://laravel.com/docs/migrations	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/migrations.html	(from http://laravel.com/docs/quick)
12:50:01	12997/12997	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20May%202014%2006:20:01%20GMT	http://laravel.com/docs/redis	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/redis.html	(from http://laravel.com/docs/quick)
12:50:02	10259/10259	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20May%202014%2006:20:02%20GMT	http://laravel.com/docs/artisan	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/artisan.html	(from http://laravel.com/docs/quick)
12:50:03	15000/15000	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20May%202014%2006:20:03%20GMT	http://laravel.com/docs/commands	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/commands.html	(from http://laravel.com/docs/quick)
12:50:04	0/-1	---M--	302	error ('')			http://laravel.com/docs/docs	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/docs.36.delayed	(from http://laravel.com/docs/quick)
12:50:04	4461/4461	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Dec%202013%2020:25:59%20GMT	http://laravel.com/assets/img/logo-foot.png	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/assets/img/logo-foot.png	(from http://laravel.com/docs/quick)
12:50:05	381/381	---MC-	302	error ('Found')	text/html	date:Sun,%2018%20May%202014%2006:20:04%20GMT	http://laravel.com/docs/api/4.1	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/api/4.1	(from http://laravel.com/docs/quick)
12:50:06	12244/12244	---M--	200	added ('OK')	text/css	date:Fri,%2009%20May%202014%2019:52:32%20GMT	http://laravel.com/assets/css/plugins.css	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/assets/css/plugins.css	(from http://laravel.com/assets/css/style.css)
12:50:06	1442/1442	---M--	200	added ('OK')	text/css	date:Tue,%2010%20Dec%202013%2020:25:59%20GMT	http://laravel.com/assets/css/workless.css	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/assets/css/workless.css	(from http://laravel.com/assets/css/style.css)
12:50:07	3413/3413	---M--	200	added ('OK')	text/css	date:Fri,%2009%20May%202014%2020:08:28%20GMT	http://laravel.com/assets/css/typography.css	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/assets/css/typography.css	(from http://laravel.com/assets/css/style.css)
12:50:08	2690/2690	---M--	200	added ('OK')	text/css	date:Tue,%2010%20Dec%202013%2020:25:59%20GMT	http://laravel.com/assets/css/forms.css	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/assets/css/forms.css	(from http://laravel.com/assets/css/style.css)
12:50:09	630/630	---M--	200	added ('OK')	text/css	date:Tue,%2010%20Dec%202013%2020:25:59%20GMT	http://laravel.com/assets/css/tables.css	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/assets/css/tables.css	(from http://laravel.com/assets/css/style.css)
12:50:10	1201/1201	---M--	200	added ('OK')	text/css	date:Tue,%2010%20Dec%202013%2020:25:59%20GMT	http://laravel.com/assets/css/buttons.css	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/assets/css/buttons.css	(from http://laravel.com/assets/css/style.css)
12:50:11	4574/4574	---M--	200	added ('OK')	text/css	date:Tue,%2010%20Dec%202013%2020:25:59%20GMT	http://laravel.com/assets/css/backgrounds.css	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/assets/css/backgrounds.css	(from http://laravel.com/assets/css/style.css)
12:50:11	1026/1026	---M--	200	added ('OK')	text/css	date:Tue,%2010%20Dec%202013%2020:25:59%20GMT	http://laravel.com/assets/css/alerts.css	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/assets/css/alerts.css	(from http://laravel.com/assets/css/style.css)
12:50:12	1988/1988	---M--	200	added ('OK')	text/css	date:Tue,%2010%20Dec%202013%2020:25:59%20GMT	http://laravel.com/assets/css/pagination.css	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/assets/css/pagination.css	(from http://laravel.com/assets/css/style.css)
12:50:13	1107/1107	---M--	200	added ('OK')	text/css	date:Tue,%2010%20Dec%202013%2020:25:59%20GMT	http://laravel.com/assets/css/breadcrumbs.css	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/assets/css/breadcrumbs.css	(from http://laravel.com/assets/css/style.css)
12:50:15	17142/17142	---M--	200	added ('OK')	text/css	date:Tue,%2010%20Dec%202013%2020:25:59%20GMT	http://laravel.com/assets/css/font.css	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/assets/css/font.css	(from http://laravel.com/assets/css/style.css)
12:50:15	3379/3379	---M--	200	added ('OK')	text/css	date:Tue,%2010%20Dec%202013%2020:25:59%20GMT	http://laravel.com/assets/css/helpers.css	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/assets/css/helpers.css	(from http://laravel.com/assets/css/style.css)
12:50:15	727/727	---M--	200	added ('OK')	text/css	date:Tue,%2010%20Dec%202013%2020:25:59%20GMT	http://laravel.com/assets/css/scaffolding.css	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/assets/css/scaffolding.css	(from http://laravel.com/assets/css/style.css)
12:50:16	762/762	---M--	200	added ('OK')	text/css	date:Tue,%2010%20Dec%202013%2020:25:59%20GMT	http://laravel.com/assets/css/print.css	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/assets/css/print.css	(from http://laravel.com/assets/css/style.css)
12:50:18	14786/14786	---M--	200	added ('OK')	text/css	date:Fri,%2009%20May%202014%2019:52:32%20GMT	http://laravel.com/assets/css/application.css	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/assets/css/application.css	(from http://laravel.com/assets/css/style.css)
12:50:19	433/433	---MC-	302	error ('Found')	text/html	date:Sun,%2018%20May%202014%2006:20:19%20GMT	http://laravel.com/docs/dev	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/dev.48.delayed	(from http://laravel.com/docs/introduction)
12:50:21	433/433	---MC-	302	error ('Found')	text/html	date:Sun,%2018%20May%202014%2006:20:20%20GMT	http://laravel.com/docs/4-2	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/4-2	(from http://laravel.com/docs/introduction)
12:50:21	62467/62467	---M--	200	added ('OK')	text/css	date:Tue,%2010%20Dec%202013%2020:25:59%20GMT	http://laravel.com/assets/css/animation.css	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/assets/css/animation.css	(from http://laravel.com/assets/css/style.css)
12:50:22	433/433	---MC-	302	error ('Found')	text/html	date:Sun,%2018%20May%202014%2006:20:21%20GMT	http://laravel.com/docs/4-1	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/4-1	(from http://laravel.com/docs/introduction)
12:50:23	433/433	---MC-	302	error ('Found')	text/html	date:Sun,%2018%20May%202014%2006:20:22%20GMT	http://laravel.com/docs/4-0	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/4-0	(from http://laravel.com/docs/introduction)
12:50:23	0/-1	---M--	302	error ('')			http://laravel.com/docs/docs	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/docs.4c.delayed	(from http://laravel.com/docs/introduction)
12:50:24	0/-1	---M--	302	error ('')			http://laravel.com/docs/docs	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/docs.4e.delayed	(from http://laravel.com/docs/introduction)
12:50:24	11342/11342	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20May%202014%2006:20:23%20GMT	http://laravel.com/docs/contributing	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/contributing.html	(from http://laravel.com/docs/introduction)
12:50:25	381/381	---MC-	302	error ('Found')	text/html	date:Sun,%2018%20May%202014%2006:20:24%20GMT	http://laravel.com/docs/api/4.0	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/api/4.0	(from http://laravel.com/docs/introduction)
12:50:25	0/-1	---M--	302	error ('')			http://laravel.com/docs/dev	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/dev.50.delayed	(from http://laravel.com/docs/installation)
12:50:26	433/433	---MC-	302	error ('Found')	text/html	date:Sun,%2018%20May%202014%2006:20:25%20GMT	http://laravel.com/docs/4-2	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/4-2	(from http://laravel.com/docs/installation)
12:50:26	433/433	---MC-	302	error ('Found')	text/html	date:Sun,%2018%20May%202014%2006:20:26%20GMT	http://laravel.com/docs/4-1	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/4-1	(from http://laravel.com/docs/installation)
12:50:27	433/433	---MC-	302	error ('Found')	text/html	date:Sun,%2018%20May%202014%2006:20:27%20GMT	http://laravel.com/docs/4-0	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/4-0	(from http://laravel.com/docs/installation)
12:50:27	0/-1	---M--	302	error ('')			http://laravel.com/docs/docs	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/docs.54.delayed	(from http://laravel.com/docs/installation)
12:50:27	0/-1	---M--	302	error ('')			http://laravel.com/docs/docs	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/docs.55.delayed	(from http://laravel.com/docs/installation)
12:50:28	381/381	---MC-	302	error ('Found')	text/html	date:Sun,%2018%20May%202014%2006:20:28%20GMT	http://laravel.com/docs/api/4.0	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/api/4.0	(from http://laravel.com/docs/installation)
12:50:28	0/-1	---M--	302	error ('')			http://laravel.com/docs/dev	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/dev.57.delayed	(from http://laravel.com/docs/configuration)
12:50:29	437/437	---MC-	302	error ('Found')	text/html	date:Sun,%2018%20May%202014%2006:20:29%20GMT	http://laravel.com/docs/4-2	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/4-2	(from http://laravel.com/docs/configuration)
12:50:30	437/437	---MC-	302	error ('Found')	text/html	date:Sun,%2018%20May%202014%2006:20:30%20GMT	http://laravel.com/docs/4-1	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/4-1	(from http://laravel.com/docs/configuration)
12:50:31	437/437	---MC-	302	error ('Found')	text/html	date:Sun,%2018%20May%202014%2006:20:31%20GMT	http://laravel.com/docs/4-0	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/4-0	(from http://laravel.com/docs/configuration)
12:50:31	0/-1	---M--	302	error ('')			http://laravel.com/docs/docs	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/docs.5b.delayed	(from http://laravel.com/docs/configuration)
12:50:31	0/-1	---M--	302	error ('')			http://laravel.com/docs/docs	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/docs.5c.delayed	(from http://laravel.com/docs/configuration)
12:50:32	381/381	---MC-	302	error ('Found')	text/html	date:Sun,%2018%20May%202014%2006:20:31%20GMT	http://laravel.com/docs/api/4.0	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/api/4.0	(from http://laravel.com/docs/configuration)
12:50:32	0/-1	---M--	302	error ('')			http://laravel.com/docs/dev	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/dev.5e.delayed	(from http://laravel.com/docs/lifecycle)
12:50:33	421/421	---MC-	302	error ('Found')	text/html	date:Sun,%2018%20May%202014%2006:20:32%20GMT	http://laravel.com/docs/4-2	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/4-2	(from http://laravel.com/docs/lifecycle)
12:50:34	421/421	---MC-	302	error ('Found')	text/html	date:Sun,%2018%20May%202014%2006:20:34%20GMT	http://laravel.com/docs/4-1	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/4-1	(from http://laravel.com/docs/lifecycle)
12:50:35	421/421	---MC-	302	error ('Found')	text/html	date:Sun,%2018%20May%202014%2006:20:34%20GMT	http://laravel.com/docs/4-0	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/4-0	(from http://laravel.com/docs/lifecycle)
12:50:35	0/-1	---M--	302	error ('')			http://laravel.com/docs/docs	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/docs.62.delayed	(from http://laravel.com/docs/lifecycle)
12:50:35	0/-1	---M--	302	error ('')			http://laravel.com/docs/docs	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/docs.63.delayed	(from http://laravel.com/docs/lifecycle)
12:50:36	381/381	---MC-	302	error ('Found')	text/html	date:Sun,%2018%20May%202014%2006:20:35%20GMT	http://laravel.com/docs/api/4.0	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/api/4.0	(from http://laravel.com/docs/lifecycle)
12:50:36	0/-1	---M--	302	error ('')			http://laravel.com/docs/dev	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/dev.65.delayed	(from http://laravel.com/docs/routing)
12:50:37	413/413	---MC-	302	error ('Found')	text/html	date:Sun,%2018%20May%202014%2006:20:36%20GMT	http://laravel.com/docs/4-2	C:/My%20Web%20Sites/Laravel%204.2%20(Beta)/laravel.com/docs/4-2	(from http://laravel.com/docs/routing)
